    EventNumber         parName  parEnergy (MeV)        parWeight       pos_x (cm)       pos_y (cm)       pos_z (cm)               ux               uy               uz
          87484         neutron          1.74356      0.000109639       -0.0231621        0.0100811         0.837296         0.399314         0.422317         0.813755
          87497         neutron         0.350924      0.000149388        0.0053474       -0.0260167        -0.196268         0.232051        -0.455941         0.859227
          88135         neutron         0.748564      0.000110771       -0.0237984       0.00907167         0.333944         0.916359         0.300954        -0.264032
          88475         neutron         0.228617      0.000120201       0.00164878        0.0253904        -0.399956         0.375638         0.568482         0.731932
          88643         neutron          1.34263      0.000131931       -0.0227706       -0.0117809        -0.759783         0.765608        -0.626143         0.147611
          89703         neutron          2.08126      0.000127978       -0.0132043         0.022166        -0.962007         0.924427         0.290136        -0.247497
          90932         neutron          3.33532      0.000105833       -0.0251118      -0.00021267        0.0556257        0.0630903        -0.243953         0.967733
          91498         neutron          1.09226      0.000119204       0.00757369       -0.0246356         0.160879        -0.492855        -0.320407         0.808971
          93302         neutron           2.6633      0.000111029       -0.0101904         0.023115         -0.17613        -0.450304        -0.818987         -0.35565
          94461         neutron           1.2772      0.000106176       -0.0222452        0.0114831        -0.511439        -0.298549         0.535372         0.790092
          94954         neutron          1.52824      1.20689e-08      -0.00687939       -0.0246266        -0.459956         0.471295        -0.228537         0.851852
          97029         neutron          2.57882      0.000118809       -0.0196078       -0.0164293         0.256564         0.128543        0.0974095         0.986908
          97910         neutron          1.95012      0.000120807       -0.0167461        0.0188938        -0.328023         0.468011          0.13738         0.872979
          97984         neutron          1.59487      1.26197e-08       -0.0179744        0.0186411        -0.855964        -0.673921        -0.429041         -0.60146
          98375         neutron          1.51824      0.000106199        0.0250679      -0.00102815         0.591254          0.96811        -0.128835         -0.21486
          98599         neutron          1.32306      0.000101787       -0.0217092        0.0124779       -0.0379202         0.756273        0.0252973         0.653767
         100839         neutron         0.719166      0.000133998        0.0171723       -0.0191699         0.972364         0.468716         0.575025        -0.670561
         105381         neutron         0.356541       0.00010088       -0.0136311        0.0111677         0.956016        -0.410852         0.907185       -0.0906435
         105381         neutron         0.448626       0.00010088       -0.0136311        0.0111677         0.956016        -0.805273        -0.534519        -0.256562
         105381         neutron         0.300854       0.00010088       -0.0136311        0.0111677         0.956016         -0.17755       -0.0793276         0.980909
         105381         neutron         0.109763       0.00010088       -0.0136311        0.0111677         0.956016       -0.0123416        -0.601848         0.798515
         105381           gamma          1.13863       0.00010088       -0.0136311        0.0111677         0.956016        -0.470947         0.135635        -0.871672
         106918         neutron           2.7615      0.000124668        0.0216374         0.013843        -0.298806         0.149557         0.784636         0.601647
         109147         neutron           1.9166      0.000140543        0.0218977       -0.0128146         0.790659        -0.907355        -0.365729        -0.207242
         109429         neutron          1.79649       0.00011346       0.00815299       -0.0241372         -0.36836        -0.190018         0.319351          0.92839
         111103         neutron         0.953832      0.000136892        0.0247122      -0.00554239         0.347625         0.204717        -0.210501         0.955919
         111919         neutron         0.573175      1.08992e-08       0.00584234       -0.0246656          -0.2426        -0.433133         0.235795         0.869941
         112023         neutron         0.107988      0.000100878       0.00371394      -0.00395955         -0.86422         0.712425        -0.689138         0.132436
         112692         neutron          3.62249      0.000116451        0.0187645       -0.0166772        -0.629767         0.279383        0.0535385        -0.958686
         113419         neutron         0.641269      0.000138789       -0.0234883       -0.0092477        -0.764954        -0.685041         0.593207         0.422877
         113964         neutron          2.23975       0.00010387        0.0240194       0.00704489        -0.249229          0.24284         0.291811         0.925135
         115689         neutron         0.919685      0.000105125       0.00511426       -0.0246274         0.199781       -0.0357584         0.580857         -0.81322
         116673         neutron          1.08128      0.000113592       0.00304401        -0.025116        -0.364157         0.543037        -0.107482         0.832802
         117161         neutron          1.85007      0.000122428      -0.00946216       -0.0231933         0.538257          0.82433        -0.510752         0.244155
         117921         neutron          2.22406      0.000154255        0.0175592        0.0199578         0.863009         0.910855         0.412595       -0.0103819
         120435         neutron          1.74844      0.000121604       0.00947582        0.0238067        -0.191231         0.788695         0.545951        -0.282662
         122404           gamma           1.3105      0.000100313       0.00192627       0.00249996        -0.130142        -0.609481       -0.0640011         0.790213
         122404           gamma           3.0218      0.000100313       0.00192627       0.00249996        -0.130142        -0.356623          0.33499        -0.872125
         122404           gamma           1.3105      0.000100313       0.00192627       0.00249996        -0.130142         0.353895        -0.167268        -0.920206
         122404           gamma           3.0218      0.000100313       0.00192627       0.00249996        -0.130142         0.824512        -0.480901         0.298186
         122404           gamma           1.3105      0.000100313       0.00192627       0.00249996        -0.130142         0.778907        -0.426386         0.459891
         122404           gamma           3.0218      0.000100313       0.00192627       0.00249996        -0.130142         0.605984        -0.455204        -0.652359
         122404           gamma            3.092      0.000100313       0.00192627       0.00249996        -0.130142        -0.375342        -0.368974         -0.85028
         123003         neutron           2.2972       1.5707e-08        0.0267964      -0.00121498         -0.13961         0.944445         0.214022        -0.249435
         124332         neutron          1.38631      0.000133186        0.0237312       -0.0101693         0.707517         0.124841        -0.896958         0.424123
         125352         neutron          1.36608      0.000123952       0.00113047       -0.0254059         0.466383         0.216256        -0.907796         -0.35936
         125729         neutron          1.78324      0.000101884         0.016813        0.0185433        -0.851595         0.223593         0.725674        -0.650694
         126793         neutron         0.612971      0.000111017        0.0226022       -0.0113731         0.528703         0.994196        0.0362837          0.10128
         127364         neutron          1.66575      0.000111487       -0.0159413       -0.0195487         0.517032        -0.439288        -0.262308         0.859198
         127714         neutron          1.15768      0.000107243        0.0251603      0.000134019       -0.0455036         0.960276        0.0146274        -0.278668
         128293         neutron         0.877125      0.000107295       0.00389305        0.0247503         -0.10435          0.47431         0.585714         0.657244
         129606         neutron         0.340248      0.000112288       -0.0172867        0.0186427         0.979363         0.198162        -0.711068        -0.674621
         132019         neutron          4.36293      0.000117175       -0.0129047       -0.0220365         0.247587        -0.444075        -0.886433         0.130512
         133550         neutron           1.7731      0.000118615       0.00969754       -0.0233387        -0.558548         0.154006        -0.624492         0.765697
         133825         neutron         0.839722      0.000118627       -0.0229775        0.0104356         0.178671         0.220141          0.12992        -0.966777
         134255         neutron         0.204443      0.000115044       -0.0171889        0.0182647        -0.458584         0.809109         0.497842        -0.312244
         135280         neutron          1.93801      0.000141751       0.00486986         0.025623        -0.735232         0.682533        -0.612933        -0.398072
         136232         neutron           1.4925      0.000106491        0.0180147        0.0177003         0.613814         0.579176         0.268991         0.769544
         137752         neutron          3.30295      0.000147396        0.0200761        0.0163988        -0.749197         0.605046        -0.632649        -0.483399
         138038         neutron         0.596356      0.000109766       -0.0243121      -0.00772038        -0.785952         0.118877         0.984431         0.129472
         138947         neutron          1.29009      0.000108627       -0.0164822       -0.0191729        -0.686978         0.750758       -0.0634106        -0.657527
         141485         neutron          3.21679      0.000115926        0.0217254       -0.0132478        -0.407958         0.292958        -0.512995         0.806853
         141645         neutron         0.965653      0.000116213        0.0158893       -0.0199507      -0.00611729        -0.637763         0.207049         0.741882
         144233         neutron          1.39375      0.000116609       -0.0033173        0.0255927        -0.903709         0.944697         0.298935        -0.134851
         144504         neutron        0.0984412      0.000101159       -0.0152145         0.014109        -0.316956        -0.394782        -0.331494        -0.856889
         146880         neutron          1.62174      0.000167786        0.0255866     -0.000234612        0.0289872        -0.775916         0.336846         0.533375
         147646         neutron           2.1078       0.00011083        0.0252417      -0.00149536        0.0861895         -0.46438         0.724701         0.509077
         147884         neutron          1.24566      0.000101948        -0.024285        0.0060961        -0.305955         0.878487        -0.351615        -0.323463
         148709         neutron          2.16204      0.000101527      -0.00281495       -0.0249033        -0.865554        -0.015141        -0.255048         -0.96681
         149999         neutron          1.89389      0.000127022       -0.0258428      0.000137367        -0.502385         0.893819         0.418584        -0.160858
         151402         neutron           1.7539      0.000102738        0.0246505      -0.00481897        -0.203406        -0.271027         0.449357        -0.851248
         151769         neutron         0.835803      0.000105561        0.0149085       -0.0202642       -0.0390932         0.516821         0.057046        -0.854191
         152062         neutron          1.80671      0.000154547       -0.0166889          0.02065        0.0644537        -0.255729        -0.931881        -0.257294
         153143         neutron         0.188124       0.00018318       -0.0136195        0.0226954         0.728538         0.558944          0.35845        -0.747727
         153303         neutron          2.13685       0.00010791        0.0238848      -0.00810612         0.744297        -0.510588        -0.694784        -0.506532
         153650         neutron         0.119905      0.000103587       -0.0081532         0.023777        -0.159907        0.0688199         0.789656        -0.609678
         154086         neutron         0.261005      0.000133049        0.0260866       0.00172833         0.741465         0.830123        -0.552597       -0.0743779
         155378         neutron          1.62293      0.000124739        0.0196022        0.0160256         0.239575          0.41115         -0.52933        -0.742136
         158136         neutron         0.711469      0.000116335        0.0250476       0.00473975        -0.544131         0.757002         -0.12258         0.641811
         158162         neutron         0.676184      0.000103093       -0.0250316     -0.000289462        -0.441417         0.281701         0.221701         0.933538
         158899         neutron         0.508163      0.000156619      -0.00396347        0.0263188         0.991673        -0.713474         0.676209         0.183564
         161315         neutron         0.761437       0.00017132       -0.0268693       0.00225314         0.296998        0.0278221        -0.471492         0.881431
         162125         neutron         0.061707      0.000126432       0.00260857        0.0259011         0.370346        -0.497823        -0.373376         0.782792
         162461         neutron         0.416702      1.13329e-08       -0.0251514      -0.00331023      -0.00899694         0.205342         0.787396        -0.581243
         162479         neutron          1.04777       0.00010659        0.0117077         0.022446         0.856362         0.954957         0.289368        0.0657516
         162967         neutron          1.84374      0.000149319        0.0222226        0.0144677          0.10518        -0.272657        -0.177872         0.945526
         162984         neutron          1.00085      0.000129594        0.0233853        0.0109533        -0.910223        -0.341034         0.555391         0.758443
         163071         neutron          2.85132      0.000116072      -0.00683036       -0.0244089        -0.260431         -0.28594         0.826182         0.485449
         163555         neutron          1.50911      0.000102761        0.0106194        0.0226492         0.534426        -0.320923         0.813125        -0.485629
         166348         neutron          1.53893      0.000119803      -0.00874409       -0.0241003         0.843457         0.214548         0.563201        -0.797981
         171995         neutron         0.386424      0.000100095      -0.00629291        0.0166394         0.602576         0.411029         0.904322         0.115136
         171995           gamma         0.873357      0.000100095      -0.00629291        0.0166394         0.602576        -0.832782       0.00801397        -0.553543
         172749         neutron          2.38101        0.0001011       0.00232048        0.0249165         0.384511         0.195924         0.833012         0.517402
         173117         neutron          1.00537      1.24566e-12        0.0177815        0.0187688        -0.641401        -0.630438        -0.172159        -0.756908
         173314         neutron          3.02951       0.00011815        0.0253763      0.000259686         0.965265        -0.527025         -0.58476        -0.616685
         174227         neutron           1.6579      0.000104272        0.0196599        0.0155025        -0.990173        -0.522033        0.0413789        -0.851921
         176463         neutron         0.341195      0.000104206        0.0249649      -0.00276949         0.645212         0.931976        -0.358314       -0.0550599
         178331         neutron          0.40432      0.000130481      -0.00331155       -0.0260216         0.176011        -0.305046         0.573524        -0.760275
         179092         neutron          1.84396      0.000112142       0.00899792       -0.0237095        -0.238391          0.93238        -0.188439         0.308477
         179868         neutron           1.8405       0.00012928        0.0188881        0.0172942         0.885048        -0.382392        -0.288141         0.877924
         180025           gamma          2.43879      1.01943e-08      -0.00888174       0.00631753        -0.874742        -0.361435        0.0504535         0.931031
         180025           gamma           8.3522      1.01943e-08      -0.00888174       0.00631753        -0.874742       -0.0724825        0.0558703         0.995804
         181584         neutron          1.47109      0.000155394        0.0151062        0.0203574         0.904092        -0.187354        0.0820476          0.97886
         182014         neutron          1.77678      0.000161409       -0.0253595       0.00566787     -0.000216493        0.0532085        -0.961401         0.269958
         182331         neutron          2.91994      1.25124e-12        0.0255499      -0.00307034        -0.986937         0.585706          0.44729        -0.675929
         182702         neutron          3.67207      0.000120208       -0.0111883        0.0229818        -0.561842       -0.0638171         0.892967         0.445575
         183291         neutron          2.14638      0.000109368        0.0243754       0.00624529        0.0549827         0.442895         0.566471          0.69495
         183348         neutron          1.86811      0.000102803      -0.00879233        0.0234419         0.381394        -0.732815         0.305724         0.607878
         183833         neutron         0.641567      0.000100116       0.00744504     -0.000848602         0.486472          0.29335         0.443153          0.84709
         183833         neutron         0.829659      0.000100116       0.00744504     -0.000848602         0.486472         0.533343         0.845354       -0.0303568
         184686         neutron          1.16487      0.000108781        0.0243939       0.00703462        -0.794842         0.594102        0.0712509         0.801228
         185630         neutron         0.867859      0.000102281        0.0233464       0.00925984         0.293798        -0.104411         0.697729        -0.708712
         186775         neutron         0.785646      0.000131891       -0.0204351       -0.0158593         0.122302         0.130319         -0.68551         0.716305
         187219         neutron          2.79431       0.00011541       -0.0182441        -0.017409          0.60139         0.832175         0.282856         0.476946
         187786         neutron         0.430849      0.000111621        0.0187219       -0.0174209         0.225881        -0.129863         0.107964        -0.985637
         188428         neutron         0.958062      0.000100632      -0.00279189        0.0248614         0.523818         0.222152        -0.751518        -0.621184
         189358         neutron          3.29609      0.000103918        0.0191042        0.0161602        -0.896227         0.366185        -0.916362        -0.161833
         189731         neutron         0.351293      0.000128108       -0.0245633      -0.00743954         0.750613         0.558422         0.647074         0.519096
         190008         neutron          1.55579      0.000110463        0.0233439       0.00924058         -0.27194        0.0765773         0.899974         0.429165
         195511         neutron         0.663583       0.00013844        0.0154693       -0.0205564         0.309972        -0.576004         0.223107        -0.786411
         195577         neutron          1.37668      0.000122925       -0.0173075       -0.0191494         0.913406        0.0309421        -0.742648        -0.668967
         195678         neutron          2.22404      0.000107109        0.0234905      -0.00911312         0.668207         0.438634        -0.448461         -0.77877
         195801         neutron          2.18644      0.000117162       -0.0253582       0.00193581      -0.00738579        -0.537291         -0.21541         0.815425
         197077         neutron          2.74079      0.000119103        0.0226496        -0.011254        -0.226005         0.700342        -0.117295         0.704104
         197122         neutron          1.13346      0.000101179       -0.0234608       0.00868298         0.471568        0.0745819        -0.879046        -0.470867
         197174         neutron          1.80568      0.000131526        0.0129777        0.0219331         0.683149        -0.721324         -0.30415         0.622241
         197296         neutron         0.522867      0.000134742        0.0208382       -0.0160026         0.578548        -0.629085        -0.185642         0.754844
         200723         neutron          1.80875       0.00012813      -0.00678394        0.0245106         0.205507        -0.762762         0.447151         0.467173
         202785         neutron          1.46184      0.000106256      -0.00386317         0.024964         0.239596        -0.510349           0.5126         0.690497
         203274         neutron          1.67278      0.000118831        0.0124977          -0.0224        -0.129156         0.247244        -0.860781          0.44489
         203452         neutron          1.67371      0.000116614      -0.00165381        0.0253696        0.0517096        -0.891839         0.378064        -0.248378
         203459         neutron          3.19591      0.000115811       0.00627347        0.0246427        0.0742221        0.0149729        -0.145992         0.989172
         203983         neutron         0.309885      0.000108627       -0.0144224         0.020558         0.301062        -0.217206        -0.135708        -0.966646
         204269         neutron          0.85772      0.000127325       0.00221184       -0.0253315         -0.42576        -0.375718        -0.892784         0.248542
         204285         neutron         0.824674      0.000126391       -0.0203855        0.0152307         0.925944       -0.0463167         0.958862         0.280067
         205697         neutron          3.48338      0.000106072       -0.0235969       0.00853965          0.73805        -0.986095         0.160812       -0.0419058
         209503         neutron         0.393674      0.000138723        -0.024479      -0.00933808        -0.771774         0.810158        -0.252847         0.528878
         209505         neutron          1.30083      0.000114432       -0.0254259      0.000460541        0.0326987         0.192555        -0.906933         0.374694
         211824         neutron           2.6699      0.000101001        -0.021595       -0.0125985        -0.381531         0.903635        0.0468458        -0.425733
         212628         neutron         0.541121      0.000102023       -0.0247151      -0.00377508         0.894372        -0.540494         0.558931        -0.628859
         213655         neutron          3.14404      0.000107293       -0.0171992         0.018232         -0.32606          0.64295        0.0826691         0.761434
         214345         neutron         0.687152      0.000125382       -0.0245135      -0.00589621          -0.1496          -0.4137        -0.887802         0.201643
         215225         neutron         0.368521       0.00017492        0.0175169        0.0199535        -0.986806        -0.643924        0.0872795         0.760095
         216738         neutron          2.57929      0.000109836       -0.0228955         -0.01065         -0.80972        -0.901882         0.429439         0.046816
         217294         neutron         0.633571      0.000150408       -0.0254662       0.00823783         0.988143        -0.634021         -0.76663         0.101471
         218996         neutron          1.45761      0.000100975      -0.00775916       -0.0237843        -0.435312        -0.177624        -0.136867         0.974534
         219265         neutron          1.65287      0.000124978       -0.0148642        0.0211607         0.082677         0.345096        -0.603867         0.718508
         219799         neutron          1.28871      0.000103341       -0.0113892        0.0224438         0.419455         0.146355         -0.40727         0.901505
         220392         neutron          1.89229      0.000112721         0.023883      -0.00842208        -0.483456        -0.180251        -0.568712        -0.802544
         222098         neutron          1.27264      0.000113957        0.0222961       -0.0121938         0.787887         0.678797        -0.655263         0.331458
