    EventNumber         parName  parEnergy (MeV)        parWeight       pos_x (cm)       pos_y (cm)       pos_z (cm)               ux               uy               uz
         175349           gamma          5.77831      0.000101037           2.4436       -0.0870555        0.0409112          0.51284         0.462744         0.723093
         175349           gamma          6.14267      0.000101037           2.4436       -0.0870555        0.0409112        -0.647886         -0.37863         0.660971
         177238         neutron          1.07293      0.000100849          1.11127         -2.40549        0.0243665         0.829624         0.108131         0.547752
         177238           gamma          0.76943      0.000100849          1.11127         -2.40549        0.0243665        -0.254196        -0.474938         0.842507
         178217         neutron         0.293975      0.000100162         -2.23968          0.27422        0.0108104        -0.633688         0.463901         -0.61906
         179321         neutron         0.323712      0.000100187          1.96003          1.36275        0.0181868         0.801773        -0.523181        -0.288862
         179883         neutron         0.225823      0.000100026          -1.2486          1.67433        0.0125797        -0.378786        -0.923099        0.0664106
         183908         neutron         0.355095      0.000100137         0.711563         -1.49907       0.00716597        -0.793758         0.456962        -0.401416
         189542           gamma          3.02129      0.000100588         0.424927         0.501501       0.00653381         0.621647         0.597726          0.50624
         189699           gamma          1.24212      0.000100735          1.41216         -2.36841        0.0483092          0.92997         0.168186        -0.326909
         190537           gamma          4.02022      0.000100334         0.546609        -0.685009        0.0441091         0.244965        -0.478748         0.843085
         190537           gamma           1.0396      0.000100334         0.546609        -0.685009        0.0441091        -0.982018         -0.18786         -0.01867
         190942           gamma          1.26562      0.000100962         -1.01294          1.84684        0.0151248         0.712844         0.347131        -0.609388
         191229         neutron         0.237895      0.000100569         -2.43887         -1.48673         0.012987        -0.832071       -0.0536622        -0.552067
         191229           gamma         0.406482      0.000100569         -2.43887         -1.48673         0.012987         0.325062        -0.892715        -0.312082
         191229           gamma          1.03028      0.000100569         -2.43887         -1.48673         0.012987        0.0505481        -0.325499          0.94419
         191229           gamma         0.572506      0.000100569         -2.43887         -1.48673         0.012987         0.122226         0.105621        -0.986866
         192494         neutron          1.27075      0.000100606         0.752317         -1.46221        0.0331279         0.903765       0.00303928        -0.428018
         192494         neutron          1.17332      0.000100606         0.752317         -1.46221        0.0331279        -0.545526         0.558659        -0.624741
         192494           gamma          0.90084      0.000100606         0.752317         -1.46221        0.0331279       -0.0955314        -0.234927         0.967307
         192703         neutron         0.205142      0.000107419         0.813411          1.05638        0.0517532        -0.782377         0.510381        -0.356927
         192703         neutron         0.562683      0.000107419         0.813411          1.05638        0.0517532        -0.910513         0.390825         0.134988
         193756         neutron         0.350909      0.000100142         -1.83926        -0.743532        0.0413156         0.382661         0.553595        -0.739664
         193825         neutron         0.397604      0.000100132          1.27029          1.45329        0.0339188        -0.694311        -0.331496         0.638782
         196740         neutron          1.42845      0.000102887         -1.01625        -0.512643         0.050321         0.495016         0.553133         0.670077
         196740         neutron           1.3594      0.000102887         -1.01625        -0.512643         0.050321       -0.0686154         0.601674         0.795789
         199636           gamma         0.482747      0.000100174          -1.6838          1.74125        0.0198572        -0.817169        -0.154879        -0.555201
         200285         neutron         0.227678      0.000100506          2.17002          2.46048        0.0228578        -0.416062          0.38115        -0.825601
         201141           gamma         0.391171      0.000100063          -1.9659          -1.0732        0.0270414        -0.901211        -0.219179         0.373871
         202132         neutron          0.30456       0.00010044         0.182856        -0.505552        0.0268048        -0.890653         -0.41899         0.176594
         202132         neutron          0.31227       0.00010044         0.182856        -0.505552        0.0268048         0.705263        -0.708906       0.00754686
         202176         neutron         0.341435      0.000100266          2.13643          -2.2794      0.000399876        -0.165547         0.966604        -0.195627
         203387           gamma         0.698837      0.000100856         0.435908          1.48334       0.00764045        -0.770954         0.123287         0.624844
         205709         neutron         0.284471      0.000100424         -1.66264          -1.5339        0.0145257         0.707555        -0.407938         0.577021
         205709         neutron         0.121394      0.000100424         -1.66264          -1.5339        0.0145257        -0.237971         0.123958          0.96333
         206370         neutron          1.84924      0.000100147          1.91299        -0.503556        0.0348164        -0.314133         0.912627        -0.261597
         206370         neutron         0.292911      0.000100147          1.91299        -0.503556        0.0348164        -0.114415        -0.968208        -0.222446
         210430         neutron           2.7024       0.00010017           1.8476         -1.68801        0.0182124        -0.206818         0.970064         0.127292
         210430         neutron          1.05172       0.00010017           1.8476         -1.68801        0.0182124        -0.331607        -0.122237        -0.935465
         210430         neutron          0.67424       0.00010017           1.8476         -1.68801        0.0182124          0.52854        -0.721529         0.447259
         210430           gamma          0.69761       0.00010017           1.8476         -1.68801        0.0182124           0.1313        -0.911148        -0.390602
         211301           gamma          1.17733      0.000100563        -0.868126          1.81364        0.0251657         0.710216        -0.674895         0.200276
         211800         neutron          1.12374      0.000100769        -0.689217          -2.1553         0.011631        -0.469991        -0.570627        -0.673419
         213778         neutron         0.517271      0.000100015          2.31516         0.721938       0.00343031        -0.159673        -0.460846         0.872998
         213778         neutron         0.544471      0.000100015          2.31516         0.721938       0.00343031           0.9202        -0.034053         0.389965
         213778           gamma          2.91952      0.000100015          2.31516         0.721938       0.00343031        -0.267952        -0.566805          0.77906
         216135         neutron          1.15698      0.000100348        -0.882115         -2.45725        0.0442672         0.738539         0.641364         0.207875
         216135         neutron          1.90608      0.000100348        -0.882115         -2.45725        0.0442672          0.53067         0.314421         0.787101
         216135           gamma         0.159951      0.000100348        -0.882115         -2.45725        0.0442672        -0.765766         -0.64211        0.0360167
         216135           gamma          1.67352      0.000100348        -0.882115         -2.45725        0.0442672        -0.914172        -0.331897        -0.232668
         216261           gamma         0.530179           0.0001           1.2787          2.38931        0.0244145        -0.934356         0.265147        -0.238066
         216261           gamma          6.73814           0.0001           1.2787          2.38931        0.0244145         -0.15426        -0.846909          0.50887
         216261           gamma         0.737366           0.0001           1.2787          2.38931        0.0244145       -0.0358695          0.20143        -0.978846
         216373         neutron          1.30637      0.000100868        -0.642714         -2.01884         0.029133          0.88787         0.297477          0.35099
         216373         neutron         0.345511      0.000100868        -0.642714         -2.01884         0.029133        -0.475521        -0.866327          0.15283
         216373         neutron          1.52773      0.000100868        -0.642714         -2.01884         0.029133         0.433447         0.013522         0.901078
         216373         neutron         0.960167      0.000100868        -0.642714         -2.01884         0.029133        -0.418156         0.875359        -0.242677
         216373         neutron         0.567066      0.000100868        -0.642714         -2.01884         0.029133         0.090658        -0.679723        -0.727845
         216373           gamma         0.333022      0.000100868        -0.642714         -2.01884         0.029133         0.538487        -0.544577         0.643015
         218670           gamma          3.30027      0.000100856          2.40161         -1.79412         0.041361         0.477649        -0.849723         0.223209
         220231         neutron          0.36832      0.000100063        -0.586764         -2.20712        0.0104226         0.763597         0.143285         0.629595
         220231         neutron         0.495116      0.000100063        -0.586764         -2.20712        0.0104226      -0.00246391         -0.39278        -0.919629
         220690           gamma         0.613232      0.000100397          2.26963          1.65082        0.0325578        -0.422365         0.163047         0.891641
         220690           gamma         0.971874      0.000100397          2.26963          1.65082        0.0325578        -0.198922         0.664399        -0.720419
         221170         neutron          1.20724      0.000100035          1.11633         -2.20858       0.00667237        -0.415212        -0.906707       -0.0740418
         221170           gamma          1.04271      0.000100035          1.11633         -2.20858       0.00667237         0.951418        -0.036196        -0.305766
         221412           gamma         0.621158      0.000100619         0.673199          1.74341        0.0491264         0.842505         -0.19062         0.503834
         223644         neutron          0.15853      0.000100582          1.65492          1.39758         0.016729        -0.161802         0.977649        -0.134248
